trip_id,route_short_name,route_id,shape_id,direction,trip_headsign,weekdays,first_bus_stop_id
bus_trip_bus_trip_0004031012023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031022023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031032023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031042023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031052023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031062023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031072023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031082023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031092023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031102023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031112023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031122023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031132023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031142023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub2,0,Parcheggio Zuffo,1111110,bus_stop_3106
bus_trip_bus_trip_0004031152023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub1,0,"Papiria ""Italcementi""",1111100,bus_stop_2408
bus_trip_bus_trip_0004031162023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub1,0,"Papiria ""Italcementi""",1111100,bus_stop_2408
bus_trip_bus_trip_0004031172023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub1,0,"Papiria ""Italcementi""",1111110,bus_stop_2408
bus_trip_bus_trip_0004031182023110620240611,3,bus_route_bus_route_621,D777_T3213b_Circolare_sub1,0,"Papiria ""Italcementi""",1111110,bus_stop_2408
