trip_id,route_short_name,route_id,shape_id,direction,trip_headsign,weekdays,first_bus_stop_id
bus_trip_bus_trip_0003949612023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949642023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949652023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949662023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949672023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949682023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949692023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949702023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949712023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949722023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949732023091120240611,3,bus_route_bus_route_562,D255_R5074_sub2,0,Via 13 Settembre,1111110,bus_stop_2845
bus_trip_bus_trip_0003949742023091120240611,3,bus_route_bus_route_563,D257_R5081a_sub1,0,Via Della Cisterna,1111110,bus_stop_2706
bus_trip_bus_trip_0003949752023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Via Macello,1111110,bus_stop_2398
bus_trip_bus_trip_0003949772023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949802023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949812023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949822023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949832023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949842023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949852023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949862023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949872023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949882023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949892023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949902023091120240611,3,bus_route_bus_route_563,D260_R5084a_sub1,0,Piazzale S.Giorgio Est,1111110,bus_stop_2878
bus_trip_bus_trip_0003949942023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949952023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949962023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949972023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949982023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003949992023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003950002023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003950012023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003950022023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003950032023091120240611,3,bus_route_bus_route_563,D259_R5083c_sub2,0,Ossario Castel Dante,1111110,bus_stop_2878
bus_trip_bus_trip_0003950042023091120240611,3,bus_route_bus_route_563,D260_R5084a_sub1,0,Piazzale S.Giorgio Est,1111110,bus_stop_2878
bus_trip_bus_trip_0003950072023091120240611,3,bus_route_bus_route_578,D282_R5119e_Andata_sub2,0,Marco,1111100,bus_stop_2273
bus_trip_bus_trip_0003950092023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950102023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950112023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950122023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111100,bus_stop_2339
bus_trip_bus_trip_0003950132023091120240611,3,bus_route_bus_route_578,D274_R5111_Andata_sub1,0,Marco,1111100,bus_stop_1332
bus_trip_bus_trip_0003950142023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111100,bus_stop_2339
bus_trip_bus_trip_0003950152023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111100,bus_stop_2339
bus_trip_bus_trip_0003950162023091120240611,3,bus_route_bus_route_578,D276_R5113_Andata_sub1,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003950172023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003950182023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003950192023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003950202023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950212023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950222023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950232023091120240611,3,bus_route_bus_route_578,D295_R5142_Ritorno_sub2,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950242023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003950252023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,S.Ilario Via Monti,1111100,bus_stop_1301
bus_trip_bus_trip_0003950262023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003950272023091120240611,3,bus_route_bus_route_578,D277_R5114a_Ritorno_sub2,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003950282023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950292023091120240611,3,bus_route_bus_route_578,D295_R5142_Ritorno_sub2,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003950302023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003950322023091120240611,3,bus_route_bus_route_578,D292_R5136b_Ritorno_sub1,1,Piazzale Orsi Stazione Fs,1111110,bus_stop_1301
bus_trip_bus_trip_0003950332023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950342023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950352023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950362023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950372023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950382023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950392023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950402023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950412023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950422023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950432023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950442023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1312
bus_trip_bus_trip_0003950462023091120240611,3,bus_route_bus_route_578,D264_R5102a_Ritorno_sub2,1,Volano Via Roma,1111100,bus_stop_1685
bus_trip_bus_trip_0003950512023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950522023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950532023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950542023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950552023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003950562023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950572023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950582023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950592023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950612023091120240611,3,bus_route_bus_route_578,D298_R5145_Andata_sub1,0,Corso Bettini Liceo,1111110,bus_stop_1685
bus_trip_bus_trip_0003950622023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950632023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003950642023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003950652023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003950662023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003950672023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003950682023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003950692023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003950702023091120240611,3,bus_route_bus_route_578,D295_R5142_Ritorno_sub2,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003950732023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950742023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111110,bus_stop_2339
bus_trip_bus_trip_0003950752023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950762023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950772023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111110,bus_stop_1279
bus_trip_bus_trip_0003950782023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950792023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950802023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950822023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950832023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111110,bus_stop_1301
bus_trip_bus_trip_0003950842023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950852023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950862023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003950872023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950882023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950892023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950902023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950912023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003950942023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,1111100,bus_stop_2339
bus_trip_bus_trip_0003950952023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950962023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003950972023091120240611,3,bus_route_bus_route_578,D288_R5127b_Andata_sub1,0,Marco,1111100,bus_stop_2910
bus_trip_bus_trip_0003950982023091120240611,3,bus_route_bus_route_578,D64_C5830_Ritorno_sub1,0,Stazione Fs,0000010,bus_stop_2910
bus_trip_bus_trip_0003950992023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111100,bus_stop_1301
bus_trip_bus_trip_0003951002023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003951012023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,1111100,bus_stop_1301
bus_trip_bus_trip_0003951022023091120240611,3,bus_route_bus_route_578,D270_R5108a_Ritorno_sub2,1,Besenello Nord,1111110,bus_stop_1301
bus_trip_bus_trip_0003951032023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111100,bus_stop_1301
bus_trip_bus_trip_0003951052023091120240611,3,bus_route_bus_route_578,D276_R5113_Andata_sub1,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003951062023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003951072023091120240611,3,bus_route_bus_route_578,D265_R5103a_Andata_sub2,0,Marco,0000010,bus_stop_2339
bus_trip_bus_trip_0003951082023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003951092023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003951102023091120240611,3,bus_route_bus_route_578,D305_R5176a_Ritorno_sub1,1,Corso Bettini Liceo,0000010,bus_stop_1301
bus_trip_bus_trip_0003951112023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,0000010,bus_stop_1301
bus_trip_bus_trip_0003951132023091120240611,3,bus_route_bus_route_578,D272_R5109e_Andata_sub1,0,Marco,1111100,bus_stop_1279
bus_trip_bus_trip_0003951142023091120240611,3,bus_route_bus_route_578,D293_R5139_Andata_sub2,0,Marco,1111100,bus_stop_2339
bus_trip_bus_trip_0003951172023091120240611,3,bus_route_bus_route_578,D275_R5112a_Ritorno_sub1,1,Volano Via Roma,1111100,bus_stop_1301
bus_trip_bus_trip_0003951182023091120240611,3,bus_route_bus_route_578,D273_R5110c_Ritorno_PRINCIPALE_sub1,1,Corso Bettini Liceo,1111110,bus_stop_1301
bus_trip_bus_trip_0003951202023091120240611,3,bus_route_bus_route_578,D294_R5141_Andata_sub2,0,Marco,1111110,bus_stop_1312
bus_trip_bus_trip_0003951212023091120240611,3,bus_route_bus_route_578,D269_R5107c_Andata_sub2,0,Marco,1111100,bus_stop_1332
bus_trip_bus_trip_0003951222023091120240611,3,bus_route_bus_route_578,D296_R5143_Andata_sub2,0,Via Manzoni Via Paoli,1111110,bus_stop_2339
bus_trip_bus_trip_0003951242023091120240611,3,bus_route_bus_route_578,D269_R5107c_Andata_sub2,0,Marco,0000100,bus_stop_1332
bus_trip_bus_trip_0003951262023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003951272023091120240611,3,bus_route_bus_route_578,D280_R5117e_Andata_sub1,0,Marco,0000010,bus_stop_1685
bus_trip_bus_trip_0003951312023091120240611,3,bus_route_bus_route_578,D284_R5120c_Ritorno_sub1,1,Piazzale S.Giorgio Ovest,1111110,bus_stop_1301
bus_trip_bus_trip_0003951322023091120240611,3,bus_route_bus_route_578,D281_R5118d_Ritorno_sub1,1,S.Ilario Via Monti,1111110,bus_stop_1301
bus_trip_bus_trip_0003951362023091120240611,3,bus_route_bus_route_578,D268_R5106a_Ritorno_sub2,1,Via Benacense Scuole Ex Edili,1111100,bus_stop_1301
bus_trip_bus_trip_0003951382023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003951392023091120240611,3,bus_route_bus_route_578,D243_N5147_Andata_sub2,0,Marco,0000010,bus_stop_1279
bus_trip_bus_trip_0003951402023091120240611,3,bus_route_bus_route_578,D268_R5106a_Ritorno_sub2,1,S.Ilario Via Monti,1111110,bus_stop_1301
bus_trip_bus_trip_0003951422023091120240611,3,bus_route_bus_route_580,D480_R5647b_Andata_sub1,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_2242
bus_trip_bus_trip_0003951432023091120240611,3,bus_route_bus_route_580,D481_R5647c_Andata_sub1,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_2242
bus_trip_bus_trip_0003951442023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Baldresca,1111110,bus_stop_1295
bus_trip_bus_trip_0003951452023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Baldresca,1111110,bus_stop_1295
bus_trip_bus_trip_0003951462023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Baldresca,1111110,bus_stop_1295
bus_trip_bus_trip_0003951472023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Baldresca,1111110,bus_stop_1295
bus_trip_bus_trip_0003951482023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Baldresca,1111110,bus_stop_1295
bus_trip_bus_trip_0003951492023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951502023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951512023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951522023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951532023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951542023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951552023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_1295
bus_trip_bus_trip_0003951562023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,1111100,bus_stop_1295
bus_trip_bus_trip_0003951572023091120240611,3,bus_route_bus_route_580,D467_R5625a_Andata_sub2,0,Piazzale S.Giorgio Ovest,0000010,bus_stop_1295
bus_trip_bus_trip_0003951622023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951632023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951642023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951652023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951662023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951672023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951682023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951692023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951702023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951712023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951722023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951732023091120240611,3,bus_route_bus_route_580,D475_R5641b_Andata_(Ospedale)_sub2,0,Corso Verona Ospedale,1111110,bus_stop_1295
bus_trip_bus_trip_0003951772023091120240611,3,bus_route_bus_route_580,D485_R5665_Andata_sub1,0,Piazzale S.Giorgio Ovest,1111110,bus_stop_2334
bus_trip_bus_trip_0003951802023091120240611,3,bus_route_bus_route_512,D128_E5795_sub2,0,Toldi,1111110,bus_stop_2242
bus_trip_bus_trip_0003951812023091120240611,3,bus_route_bus_route_512,D48_C5718b_sub1,0,Noriglio Mon. Ai Caduti,1111100,bus_stop_2895
bus_trip_bus_trip_0003951822023091120240611,3,bus_route_bus_route_512,D48_C5718b_sub2,1,Cisterna Capolinea,1111110,bus_stop_2304
bus_trip_bus_trip_0003951832023091120240611,3,bus_route_bus_route_580,D477_R5643_Andata_sub2,0,Viale Vittoria Fucine,1111110,bus_stop_1279
bus_trip_bus_trip_0003951842023091120240611,3,bus_route_bus_route_580,D477_R5643_Andata_sub2,0,Viale Vittoria Fucine,1111110,bus_stop_1279
bus_trip_bus_trip_0003951942023091120240611,3,bus_route_bus_route_582,D310_R5205b_Andata_sub1,0,Mori Via Don Sturzo,1111110,bus_stop_1310
bus_trip_bus_trip_0003951952023091120240611,3,bus_route_bus_route_582,D310_R5205b_Andata_sub1,0,Mori Via Don Sturzo,1111110,bus_stop_1310
bus_trip_bus_trip_0003951962023091120240611,3,bus_route_bus_route_582,D310_R5205b_Andata_sub1,0,Mori Via Don Sturzo,1111110,bus_stop_1310
