id,longitude,latitude
691,11.122783,46.067344
692,11.122954,46.065894
693,11.122579,46.06916
694,11.119579,46.069609
695,11.12249,46.068029
696,11.124028,46.069152
697,11.124734,46.068858
698,11.125938,46.067309
699,11.122532,46.069913
700,11.122178,46.067635
701,11.121876,46.065676
702,11.125017,46.071512
703,11.117995,46.075731
704,11.124319,46.068725
705,11.124249,46.069147
706,11.123604,46.069615
707,11.123473,46.077763
708,11.119321,46.069631
709,11.118388,46.069134
710,11.124074,46.070036
711,11.123317,46.069013
712,11.12323,46.069034
713,11.124188,46.067437
714,11.122369,46.066288
715,11.122907,46.066
716,11.123205,46.066442
717,11.124903,46.071126
718,11.124514,46.069832
719,11.124644,46.07068
720,11.124274,46.075378
721,11.115482,46.074003
722,11.124876,46.070904
723,11.121643,46.068597
724,11.124126,46.076613
725,11.122443,46.069614
726,11.122495,46.066507
727,11.119718,46.069823
728,11.112263,46.070557
729,11.122953,46.068276
730,11.124811,46.075434
731,11.121717,46.070006
732,11.123918,46.066082
733,11.122172,46.074962
734,11.123039,46.068209
735,11.124534,46.069711
736,11.123416,46.06582
737,11.122932,46.065589
738,11.12489,46.071062
739,11.118225,46.077179
740,11.122842,46.065832
741,11.119494,46.075874
742,11.122424,46.068131
743,11.122894,46.066025
744,11.122317,46.066978
745,11.125232,46.072731
746,11.122472,46.068431
747,11.122841,46.069127
748,11.123547,46.068332
749,11.123992,46.071027
750,11.125175,46.07245
751,11.122656,46.068656
752,11.118407,46.070044
753,11.123897,46.069657
754,11.124726,46.072994
755,11.124873,46.07163
756,11.1104,46.065102
757,11.124818,46.068435
758,11.118438,46.069026
759,11.123429,46.070884
760,11.122438,46.066357
761,11.123338,46.07798
762,11.123054,46.069139
763,11.119864,46.069285
764,11.123984,46.068144
765,11.125189,46.068262
766,11.124418,46.070152
767,11.123441,46.068808
768,11.125972,46.068763
769,11.124358,46.069491
770,11.126021,46.067845
771,11.126106,46.067797
772,11.111635,46.070653
773,11.123694,46.068763
774,11.123134,46.065523
775,11.122693,46.069118
776,11.117089,46.071494
777,11.118889,46.07665
778,11.124502,46.067167
779,11.124099,46.068326
780,11.124588,46.067546
781,11.11632,46.066504
782,11.115235,46.0665
783,11.124963,46.067119
784,11.124545,46.071236
785,11.123555,46.069841
786,11.124761,46.068318
787,11.1224,46.066438
788,11.12402,46.076799
789,11.122146,46.072472
790,11.123103,46.066307
791,11.122776,46.069788
792,11.123308,46.06984
793,11.122632,46.06993
794,11.125789,46.067978
795,11.123656,46.070968
796,11.123247,46.072636
797,11.124831,46.06832
798,11.124328,46.075146
799,11.119452,46.068404
800,11.123835,46.068723
801,11.119927,46.069697
802,11.123719,46.069618
803,11.123895,46.068487
804,11.123021,46.068044
805,11.120679,46.069599
806,11.124684,46.069589
807,11.124569,46.075853
808,11.122814,46.06587
809,11.123978,46.068227
810,11.124674,46.066669
811,11.127626,46.069875
812,11.119751,46.069681
813,11.12519,46.070238
814,11.122988,46.065977
815,11.10848,46.072235
816,11.120123,46.06866
817,11.124602,46.071034
818,11.122652,46.06881
819,11.118068,46.0769
820,11.124686,46.075653
821,11.122628,46.066367
822,11.125089,46.068331
823,11.117632,46.074742
824,11.122619,46.069001
825,11.124728,46.069038
826,11.123512,46.069965
827,11.123967,46.06766
828,11.126947,46.072164
829,11.122978,46.066411
830,11.124695,46.070089
831,11.124664,46.070086
832,11.124363,46.067147
833,11.124502,46.075446
834,11.123567,46.070693
835,11.123216,46.06737
836,11.118431,46.066714
837,11.121392,46.068618
838,11.12438,46.06966
839,11.12297,46.068202
840,11.123068,46.065675
841,11.124513,46.075953
842,11.124369,46.0689
843,11.122776,46.065926
844,11.123359,46.06832
845,11.124537,46.070396
846,11.124549,46.070427
847,11.117642,46.077135
848,11.124205,46.076481
849,11.122436,46.068181
850,11.122572,46.069601
851,11.122895,46.078233
852,11.123699,46.065678
853,11.123461,46.070406
854,11.122097,46.067966
855,11.1243,46.068633
856,11.120453,46.067348
857,11.119416,46.069493
858,11.12347,46.068241
859,11.120823,46.067671
860,11.124306,46.07012
861,11.122511,46.068491
862,11.123949,46.070636
863,11.123048,46.068011
864,11.124274,46.069214
865,11.120585,46.072923
866,11.124025,46.074476
867,11.118053,46.076862
868,11.126957,46.06964
869,11.117618,46.066639
870,11.116607,46.066531
871,11.12066,46.076636
872,11.124242,46.068337
873,11.117219,46.066755
874,11.123814,46.068906
875,11.121754,46.067765
876,11.125739,46.067296
877,11.127277,46.068801
878,11.118397,46.075575
879,11.123702,46.069845
880,11.120436,46.068156
881,11.124149,46.068331
882,11.125573,46.070172
883,11.122561,46.067835
884,11.124127,46.067625
885,11.123171,46.069034
886,11.122219,46.067378
887,11.122446,46.068225
888,11.123251,46.068228
889,11.126638,46.069422
890,11.126899,46.069493
891,11.123684,46.068842
892,11.122475,46.067914
893,11.122376,46.066502
894,11.121004,46.067147
895,11.123302,46.076967
896,11.123291,46.065797
897,11.123942,46.070872
898,11.116326,46.077601
899,11.125852,46.071009
900,11.121672,46.070208
901,11.125971,46.066949
902,11.118594,46.068676
903,11.124644,46.070241
904,11.124229,46.071332
905,11.124941,46.070205
906,11.12076,46.067818
907,11.126299,46.068582
908,11.122938,46.065931
909,11.112576,46.070565
910,11.120743,46.076618
911,11.123967,46.069123
912,11.12218,46.067669
913,11.114904,46.066774
914,11.122517,46.068684
915,11.119194,46.06844
916,11.125143,46.069551
917,11.119584,46.06987
918,11.124422,46.067533
919,11.123882,46.069856
920,11.114859,46.073333
921,11.121212,46.068134
922,11.111624,46.070465
923,11.125181,46.070134
924,11.122364,46.067339
925,11.122553,46.069355
926,11.123489,46.074785
927,11.121187,46.068484
928,11.125415,46.073989
929,11.124196,46.068333
930,11.121814,46.068895
931,11.120718,46.073212
932,11.124498,46.070311
933,11.122558,46.069539
934,11.120664,46.068107
935,11.12225,46.066725
936,11.123915,46.071895
937,11.117573,46.074727
938,11.123981,46.068188
939,11.111091,46.074871
940,11.118314,46.07716
941,11.122199,46.068954
942,11.122513,46.066483
943,11.119262,46.069978
944,11.124733,46.070093
945,11.120341,46.068914
946,11.121208,46.065902
947,11.125056,46.072241
948,11.12466,46.075698
949,11.125051,46.074066
950,11.12323,46.076864
951,11.124525,46.070368
952,11.12374,46.071023
953,11.126197,46.067742
954,11.125149,46.070131
955,11.118722,46.074243
956,11.125846,46.073076
957,11.123851,46.06861
958,11.122637,46.068896
959,11.124885,46.070105
960,11.121103,46.067787
961,11.122159,46.069751
962,11.123343,46.069208
963,11.124481,46.070026
964,11.122801,46.066202
965,11.124333,46.068533
966,11.125465,46.067919
967,11.127188,46.06896
968,11.120094,46.06888
969,11.121091,46.069035
970,11.122669,46.068161
971,11.124585,46.071135
972,11.125865,46.067934
973,11.117064,46.074813
974,11.124072,46.069291
975,11.123329,46.068893
976,11.120913,46.067786
977,11.114887,46.066701
978,11.123378,46.067776
979,11.12475,46.068795
980,11.123596,46.068249
981,11.122482,46.067987
982,11.124967,46.068898
983,11.123945,46.06774
984,11.120978,46.067279
985,11.122962,46.065507
986,11.124372,46.068337
987,11.123144,46.068297
988,11.124638,46.070641
989,11.124509,46.069873
990,11.124495,46.069929
991,11.122515,46.068584
992,11.12529,46.07296
993,11.122909,46.081265
994,11.121961,46.068561
995,11.122921,46.08168
996,11.117906,46.076982
997,11.119096,46.069952
998,11.122212,46.067404
999,11.121199,46.068426
1000,11.121346,46.068854
1001,11.115029,46.067251
1002,11.122559,46.069298
1003,11.124378,46.069745
1004,11.122661,46.066791
1005,11.12386,46.077068
1006,11.122728,46.069999
1007,11.123905,46.077215
1008,11.125232,46.074081
1009,11.124327,46.068756
1010,11.123362,46.068764
1011,11.12364,46.069049
1012,11.124886,46.067988
1013,11.127058,46.069113
1014,11.122866,46.066076
1015,11.124911,46.068058
1016,11.124105,46.076654
1017,11.118016,46.076792
1018,11.1234,46.068238
1019,11.123205,46.068036
1020,11.122769,46.068257
1021,11.122184,46.0677
1022,11.12506,46.06845
1023,11.123895,46.069684
1024,11.122477,46.067952
1025,11.124714,46.075598
1026,11.122703,46.081999
1027,11.119042,46.068445
1028,11.124584,46.068328
1029,11.124483,46.068336
1030,11.119164,46.074842
1031,11.122925,46.065615
1032,11.119807,46.068434
1033,11.124616,46.070942
1034,11.122416,46.069323
1035,11.123962,46.070545
1036,11.116371,46.070663
1037,11.123892,46.067796
1038,11.125346,46.074222
1039,11.12348,46.068088
1040,11.123086,46.069034
1041,11.125171,46.068335
1042,11.122196,46.067497
1043,11.127525,46.069331
1044,11.121115,46.068961
1045,11.121801,46.068531
1046,11.1225,46.070741
1047,11.123335,46.065642
1048,11.118666,46.074801
1049,11.120507,46.06826
1050,11.124234,46.069926
1051,11.125057,46.073338
1052,11.122929,46.06799
1053,11.12274,46.065976
1054,11.124157,46.075656
1055,11.1231,46.068216
1056,11.122073,46.072631
1057,11.121518,46.067984
1058,11.12207,46.068925
1059,11.123004,46.069034
1060,11.119369,46.072102
1061,11.124152,46.068652
1062,11.124194,46.06735
1063,11.118136,46.075086
1064,11.123735,46.068261
1065,11.124782,46.068616
1066,11.121991,46.067948
1067,11.118387,46.076965
1068,11.122656,46.068769
1069,11.120621,46.067973
1070,11.124692,46.070371
1071,11.114278,46.08957
1072,11.11873,46.078045
1073,11.106086,46.093083
1074,11.119291,46.084087
1075,11.106524,46.089426
1076,11.113669,46.090481
1077,11.11937,46.07773
1078,11.106552,46.08939
1079,11.118144,46.092514
1080,11.113419,46.091134
1081,11.111755,46.093497
1082,11.111367,46.090612
1083,11.119817,46.09228
1084,11.112815,46.084523
1085,11.115726,46.082541
1086,11.113173,46.090363
1087,11.106253,46.092838
1088,11.101744,46.082151
1089,11.121139,46.077139
1090,11.108473,46.091149
1091,11.105487,46.090933
1092,11.111379,46.09306
1093,11.119105,46.076993
1094,11.121079,46.089439
1095,11.118089,46.092499
1096,11.108946,46.088467
1097,11.105766,46.093451
1098,11.119307,46.088616
1099,11.124446,46.070209
1100,11.117014,46.090238
1101,11.119816,46.086057
1102,11.115832,46.091518
1103,11.121687,46.087677
1104,11.119987,46.083262
1105,11.119115,46.08585
1106,11.109703,46.088619
1107,11.12277,46.085561
1108,11.107238,46.090874
1109,11.109662,46.088666
1110,11.119417,46.085061
1111,11.115544,46.09201
1112,11.111813,46.089627
1113,11.120254,46.083524
1114,11.115214,46.082684
1115,11.12059,46.090206
1116,11.121201,46.08855
1117,11.118252,46.086219
1118,11.121021,46.082021
1119,11.124771,46.075003
1120,11.107595,46.086802
1121,11.119864,46.08607
1122,11.105423,46.093783
1123,11.108087,46.090842
1124,11.118674,46.093806
1125,11.120304,46.091988
1126,11.106298,46.09278
1127,11.113042,46.090465
1128,11.122795,46.079259
1129,11.107012,46.091131
1130,11.10488,46.092195
1131,11.117786,46.088881
1132,11.108502,46.088366
1133,11.107876,46.087241
1134,11.106781,46.08967
1135,11.121204,46.088833
1136,11.109266,46.088465
1137,11.110134,46.088777
1138,11.112506,46.092848
1139,11.127828,46.070178
1140,11.115235,46.090145
1141,11.119647,46.077495
1142,11.119443,46.077643
1143,11.106419,46.090848
1144,11.114369,46.089402
1145,11.114648,46.091117
1146,11.111372,46.093115
1147,11.119337,46.086062
1148,11.118603,46.086556
