id,name,product_category,store_name,points
1541,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,TOMASI ATTILIO DI TOMASI PAOLO S.N.C.,POINT (11.109882 46.098602)
1542,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CECCATO AUTOMOBILI S.P.A.,POINT (11.092715 46.11706)
1543,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTO 31 S.R.L.,POINT (11.109825 46.103134)
1544,GARDOLO,ROSTICCERIA,ADO SNC DI SANDRI DORIS & C.,POINT (11.111675 46.108721)
1545,GARDOLO,,XENOS S.R.L.,POINT (11.111883 46.10692)
1546,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTO SCHIENA SOCIETÀ A RESPONSABILITÀ LIMITATA SEMPLIFICATA,POINT (11.108027 46.111792)
1547,GARDOLO,,DLOGIC SRL,POINT (11.109183 46.131256)
1548,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,PAOLAZZI NICOLA,POINT (11.106156 46.115973)
1549,GARDOLO,PANE E LATTE,LESI SERAFINA,POINT (11.101481 46.100567)
1550,GARDOLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,COSMONILIA S.R.L.S.,POINT (11.099056 46.121026)
1551,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,TONINI TATIANA,POINT (11.118865 46.099736)
1552,GARDOLO,nan,INDUSTRIAL CARS AUTOMOBILI S.R.L.,POINT (11.091736 46.116655)
1553,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,INDUSTRIAL CARS AUTOMOBILI S.R.L.,POINT (11.091736 46.116655)
1554,GARDOLO,nan,CECCATO AUTOMOBILI S.P.A.,POINT (11.091736 46.116655)
1555,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CECCATO AUTOMOBILI S.P.A.,POINT (11.091736 46.116655)
1556,GARDOLO,,FEDILB SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,POINT (11.110946 46.102871)
1557,GARDOLO,GIORNALI-RIVISTE E PERIODICI,PICHLER OLGA,POINT (11.108633 46.106153)
1558,GARDOLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",PICHLER OLGA,POINT (11.108633 46.106153)
1559,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,CAR S.R.L.,POINT (11.111963 46.099637)
1560,GARDOLO,VARIE,REBOGAS SRL,POINT (11.089943 46.113955)
1561,GARDOLO,,SAIT SOC. COOP.,POINT (11.089943 46.113955)
1562,GARDOLO,VARIE,TRENTINOIL DI TONIOLATTI DANIELA & C. S.N.C.,POINT (11.107461 46.109297)
1563,GARDOLO,VARIE,TRENTINOIL DI TONIOLATTI DANIELA & C. S.N.C.,POINT (11.107461 46.109297)
1564,GARDOLO,,22 RENT S.R.L.,POINT (11.092545 46.107921)
1565,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,BOLLER MAURO,POINT (11.110264 46.100431)
1566,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ECCHER AUTO S.R.L.,POINT (11.110264 46.100431)
1567,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,TRENTO OFF ROAD S.A.S. DI VALTER FILIPPI & C.,POINT (11.108229 46.126202)
1568,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,FAROOQ SHAHID,POINT (11.108658 46.106372)
1569,GARDOLO,,RAMPERTI LINA,POINT (11.106558 46.10057)
1570,GARDOLO,,RAM TRONIX S.R.L.,POINT (11.111342 46.100155)
1571,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTOFFICINA ABM S.R.L.,POINT (11.099354 46.106865)
1572,GARDOLO,nan,THE BLIND TASTE S.R.L.,POINT (11.112991 46.100454)
1573,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,MATTAREI PAOLO,POINT (11.112991 46.100454)
1574,GARDOLO,,BONTURI FRANCO,POINT (11.107153 46.128464)
1575,GARDOLO,VARIE,CADDIE HOTEL INVESTMENTS S.R.L.,POINT (11.091123 46.113275)
1576,GARDOLO,nan,ME.SYSTEMS S.R.L.,POINT (11.091123 46.113275)
1577,GARDOLO,VARIE,BERTOLDI ALDO S.R.L.,POINT (11.091123 46.113275)
1578,GARDOLO,MOBILI,FILOMARKET S.R.L.,POINT (11.091123 46.113275)
1579,GARDOLO,VARIE,PUECHER CLAUDIO,POINT (11.112292 46.105877)
1580,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,FICARRA ADRIANO,POINT (11.097947 46.119972)
1581,GARDOLO,,GEHA-IMPEX SNC DI GEISER GEBHARD & CO.,POINT (11.097947 46.119972)
1582,GARDOLO,,KMOBILITY S.R.L.,POINT (11.091978 46.111988)
1583,GARDOLO,,INTERSERVICE S.P.A.,POINT (11.091978 46.111988)
1584,GARDOLO,,TECNICA SRL,POINT (11.090575 46.10511)
1585,GARDOLO,,AQUAFORME S.R.L.,POINT (11.090575 46.10511)
1586,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,IGMA SRLS,POINT (11.104074 46.107112)
1587,GARDOLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,MACRON STORE BOLZANO S.R.L.,POINT (11.109896 46.103278)
1588,GARDOLO,MOBILI,SIL S.R.L.S.,POINT (11.109896 46.103278)
1589,GARDOLO,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,CALLIOPE MARA,POINT (11.109896 46.103278)
1590,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,CALLIOPE MARA,POINT (11.109896 46.103278)
1591,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,EL BASLAOUI JAMAL,POINT (11.092524 46.115843)
1592,GARDOLO,MATERIALE DA COSTRUZIONE,SIMEVIGNUDA S.P.A.,POINT (11.099828 46.116829)
1593,GARDOLO,,SIMEVIGNUDA S.P.A.,POINT (11.099828 46.116829)
1594,GARDOLO,PASTICCERIA-DOLCIUMI-CONFETTERIA-GELAT.,NICHELATTI SERENA,POINT (11.111433 46.108925)
1595,GARDOLO,ELETTRONICA- DISCHI E NASTRI VIDEO,BEATRICI GIORGIO,POINT (11.11075 46.103275)
1596,GARDOLO,MATERIALE DA COSTRUZIONE,INTERNORM ITALIA S.R.L.,POINT (11.11075 46.103275)
1597,GARDOLO,OROLOGI-ART.GIOIELLERIA-ARGENTERIA,OROLOGERIA OREFICERIA POCHER DI POCHER TIZIANO & C. S.N.C.,POINT (11.111411 46.109127)
1598,GARDOLO,,VA.PO.RU.SA S.P.A.,POINT (11.09349 46.116516)
1599,GARDOLO,MOBILI,"MOBILIFICIO CARLI S.N.C. DI CARLI DIEGO, STEFANIA E BARBARA",POINT (11.109506 46.103494)
1600,GARDOLO,MATERIALE DA COSTRUZIONE,MARCHIOL SPA,POINT (11.097828 46.118405)
1601,GARDOLO,,MARCHIOL SPA,POINT (11.097828 46.118405)
1602,GARDOLO,,GEA TRENTINA SERVIZI SOC. COOP.,POINT (11.103108 46.116948)
1603,GARDOLO,,VOLTOLINI DANILO,POINT (11.093238 46.115581)
1604,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,SERVICE & LOGISTIK GROUP SRLS,POINT (11.10796 46.123088)
1605,GARDOLO,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,ECCEL ANTONELLA,POINT (11.093051 46.121264)
1606,GARDOLO,GIORNALI-RIVISTE E PERIODICI,ECCEL ANTONELLA,POINT (11.093051 46.121264)
1607,GARDOLO,LIBRI NUOVI,EDIZIONI CENTRO STUDI ERICKSON S.P.A.,POINT (11.107142 46.108425)
1608,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTONUOVA SRL,POINT (11.109254 46.128956)
1609,GARDOLO,,KOMET STANDARD S.R.L.,POINT (11.105544 46.120029)
1610,GARDOLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",SERVICEGLOBE S.N.C. DI TELESCA FABRIZIO,POINT (11.100045 46.117116)
1611,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,LANDO 3 S.A.S. DI LANDOLFI DIEGO & C.,POINT (11.106889 46.109746)
1612,GARDOLO,,DC COMMUNICATION S.R.L.,POINT (11.107976 46.128055)
1613,GARDOLO,,EOPTIS SRL,POINT (11.10372 46.116447)
1614,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,INSTANT CLASSIC SRL,POINT (11.09869 46.121325)
1615,GARDOLO,ARTICOLI IGIENICO SANITARI,SVAI S.R.L.,POINT (11.111464 46.133302)
1616,GARDOLO,nan,SVAI S.R.L.,POINT (11.111464 46.133302)
1617,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,PAOLAT GROUP S.N.C. DI PAOLAT GIORGIO & C.,POINT (11.111464 46.133302)
1618,GARDOLO,,A&T MULTIMEDIA S.R.L.,POINT (11.098328 46.119884)
1619,GARDOLO,,BAUSTOFF + METALL ITALIA S.R.L.,POINT (11.107185 46.128986)
1620,GARDOLO,,EL RON CUBANO S.R.L.,POINT (11.091657 46.10804)
1621,GARDOLO,VARIE,BORTOLOTTI EMANUELE S.R.L.,POINT (11.109889 46.130594)
1622,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,BORTOLOTTI EMANUELE S.R.L.,POINT (11.109889 46.130594)
1623,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,FANTONI SONIA,POINT (11.112224 46.105425)
1624,GARDOLO,FERRAMENTA,AUTO ATTREZZATURE TRIVENETO DI GUIDOLIN DOMENICO & C. S.A.S.,POINT (11.112224 46.105425)
1625,GARDOLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,COMINI SARA,POINT (11.10831 46.107705)
1626,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,CILLI STEFANO,POINT (11.110624 46.108973)
1627,GARDOLO,,EASY TECNIC S.R.L.,POINT (11.101372 46.098893)
1628,GARDOLO,,SEVEN S.P.A.,POINT (11.110527 46.130738)
1629,GARDOLO,PANE E LATTE,BALDESSARI ESTER,POINT (11.108319 46.106107)
1630,GARDOLO,,TOP SER S.A.S.,POINT (11.108319 46.106107)
1631,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,FAMIGLIA COOPERATIVA VALLE DELL'ADIGE SCARL,POINT (11.111797 46.10841)
1632,GARDOLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,FURLAN SERENA,POINT (11.106432 46.105475)
1633,GARDOLO,nan,TECNOTEAM S.R.L.,POINT (11.104384 46.124876)
1634,GARDOLO,VARIE,BLIFT S.R.L.,POINT (11.104384 46.124876)
1635,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,BLIFT S.R.L.,POINT (11.104384 46.124876)
1636,GARDOLO,,ACTIVA SOCIETA' COOPERATIVA,POINT (11.104384 46.124876)
1637,GARDOLO,,ACTIVA SERVIZI AMBIENTALI SRL,POINT (11.104384 46.124876)
1638,GARDOLO,,PULICOOP TRENTO SOC. COOP.,POINT (11.104384 46.124876)
1639,GARDOLO,MOBILI,COMAI RICCARDO & C. S.N.C.,POINT (11.111813 46.106263)
1640,GARDOLO,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,PELLEGRINI GIUSEPPE E DALFOVO SERGIO S.N.C.,POINT (11.109957 46.131224)
1641,GARDOLO,MOBILI,ARREDOMOBILI TRENTO SRL,POINT (11.10669 46.121968)
1642,GARDOLO,MATERIALI TERMOIDRAULICI,MONDINI S.P.A.,POINT (11.101696 46.107183)
1643,GARDOLO,MATERIALE DA COSTRUZIONE,MONDINI S.P.A.,POINT (11.101696 46.107183)
1644,GARDOLO,CARTOLERIA-CANCELLERIA E FORN. PER UFF.,PARISI PAOLA,POINT (11.114344 46.106923)
1645,GARDOLO,,BESAR IBRAHIM,POINT (11.109927 46.10067)
1646,GARDOLO,nan,ACTIVA S.P.A.,POINT (11.097114 46.119309)
1647,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ACTIVA S.P.A.,POINT (11.097114 46.119309)
1648,GARDOLO,ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.,BRILL SERVICE 1 S.R.L.,POINT (11.113132 46.107062)
1649,GARDOLO,,2 C LEGNO S.N.C.,POINT (11.093888 46.121546)
1650,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,MARGONI AUTO SPA,POINT (11.106802 46.110357)
1651,GARDOLO,PRODOTTI TESSILI,MIKITEX SRL,POINT (11.110586 46.103834)
1652,GARDOLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,POSTAI ANNA,POINT (11.111083 46.098311)
1653,GARDOLO,nan,PNEUSMARKET ALPINA S.P.A.,POINT (11.100989 46.118438)
1654,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,SCANIA COMMERCIALE S.P.A.,POINT (11.100989 46.118438)
1655,GARDOLO,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,CALCIO GROUP 2.0 SRL,POINT (11.110963 46.100639)
1656,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,CEA ESTINTORI S.P.A.,POINT (11.112558 46.133213)
1657,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,CEA ESTINTORI S.P.A.,POINT (11.112558 46.133213)
1658,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,C.E.M.I.A.T. S.R.L.,POINT (11.093381 46.115387)
1659,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,CASA DELLA TRASMISSIONE S.R.L.,POINT (11.110696 46.134442)
1660,GARDOLO,,ELETTROPIEMME S.R.L.,POINT (11.097198 46.118043)
1661,GARDOLO,,CAR S.R.L.,POINT (11.112108 46.099594)
1662,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,MONCHER VITTORIO S.R.L.,POINT (11.110412 46.095116)
1663,GARDOLO,,PORPHYRY TO LIVE LUXURY S.R.L.,POINT (11.110193 46.101188)
1664,GARDOLO,,C.E.M.I.A.T. S.R.L.,POINT (11.094738 46.115866)
1665,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ITAV SRL,POINT (11.108212 46.111155)
1666,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ITAV SRL,POINT (11.108212 46.111155)
1667,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,GLUTENFREEWORLD.EU S.R.L.,POINT (11.108212 46.111155)
1668,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,NUOVA AUTOSHOP S.R.L.,POINT (11.108212 46.111155)
1669,GARDOLO,"PESCI, CROSTACEI, MOLLUSCHI",ROPELE S.R.L.,POINT (11.108212 46.111155)
1670,GARDOLO,,DALSASS CARLO,POINT (11.098377 46.120923)
1671,GARDOLO,,AZADKIA ALA,POINT (11.118689 46.100242)
1672,GARDOLO,,MUSIANI ANGELO,POINT (11.101798 46.122545)
1673,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,F.LLI GABRIELLI RENZO E ITALO S.N.C.,POINT (11.110724 46.133839)
1674,GARDOLO,ART.PER IMPIANTI DISTRIBUZ.CARBURANTI,SAMA SAS,POINT (11.111727 46.100132)
1675,GARDOLO,GIORNALI-RIVISTE E PERIODICI,MOSER MASSIMO,POINT (11.109552 46.098573)
1676,GARDOLO,,COMFORT.COM SAS DI REDI FRANCESCA & C.,POINT (11.100122 46.117148)
1677,GARDOLO,,EL-COM SRL,POINT (11.092563 46.115793)
1678,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,G.M. NOLEGGI S.R.L.,POINT (11.101921 46.118023)
1679,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,NORDPNEUS S.N.C. DI MINNECI ROBERTO E DAVIDE,POINT (11.110945 46.109658)
1680,GARDOLO,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,LANCERIN ERIKA,POINT (11.118856 46.098489)
1681,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,ODORIZZI OTTORINO E FIGLI S.N.C.,POINT (11.110573 46.098909)
1682,GARDOLO,,NATAM S.R.L.,POINT (11.109901 46.128974)
1683,GARDOLO,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",CAPRA DAMIANO,POINT (11.106115 46.106053)
1684,GARDOLO,,CALCESPAN S.R.L.,POINT (11.103623 46.132351)
1685,GARDOLO,FIORI E PIANTE,GARDEN CENTER MERLER DI MERLER ADRIANO & C. S.N.C.,POINT (11.109209 46.107909)
1686,GARDOLO,MOBILI,BELLOTTI INTERNI DI BELLOTTI RICCARDO & C. S.N.C.,POINT (11.112146 46.099083)
1687,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTO IN S.R.L.,POINT (11.106439 46.124952)
1688,GARDOLO,,ALIJA ARTON,POINT (11.109506 46.101949)
1689,GARDOLO,OTTICA-FOTOGRAFIA-CINEMATOGRAFIA-STRUMEN,DONATI ANGELA,POINT (11.111889 46.107826)
1690,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,LENZI S.R.L.,POINT (11.113227 46.096353)
1691,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,LENZI S.R.L.,POINT (11.113227 46.096353)
1692,GARDOLO,,ENTERPRISE S.R.L.,POINT (11.109505 46.131899)
1693,GARDOLO,,F-TRUCKS ITALIA S.P.A.,POINT (11.092127 46.111814)
1694,GARDOLO,MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.,NATAM S.R.L.,POINT (11.110167 46.128747)
1695,GARDOLO,,RUGINA MARIAN,POINT (11.108441 46.100237)
1696,GARDOLO,,ELETTRO MECCANICA TRENTINA SNC DI ANDERMARCHER SILVIO E C.,POINT (11.093992 46.115315)
1697,GARDOLO,,BIASI DANNY,POINT (11.100434 46.101329)
1698,GARDOLO,GRANDI MAGAZZINI (OLTRE 400 MQ. - CON 5,BATEL SNC DI HU LIJIANG & C.,POINT (11.110064 46.102814)
1699,GARDOLO,,RAIDICH MARCELLINO,POINT (11.104497 46.10068)
1700,GARDOLO,,PUECHER CLAUDIO,POINT (11.106972 46.109477)
1701,GARDOLO,,DUE EMME S.R.L.,POINT (11.093423 46.116348)
1702,GARDOLO,,HSR ITALIA S.R.L.,POINT (11.092317 46.108041)
1703,GARDOLO,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,OROLOGERIA OREFICERIA POCHER DI POCHER T. & C. SNC,POINT (11.111343 46.10903)
1704,GARDOLO,VARIE,PORTE ROYALE S.A.S. DI TOMOIAGA VASILE STELIAN & C.,POINT (11.111054 46.108966)
1705,GARDOLO,,PORTE ROYALE S.A.S. DI TOMOIAGA VASILE STELIAN & C.,POINT (11.111054 46.108966)
1706,GARDOLO,CARNE E PRODOTTI A BASE DI CARNE,USMAN GROUP SRLS,POINT (11.108568 46.107361)
1707,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,USMAN GROUP SRLS,POINT (11.108568 46.107361)
1708,GARDOLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,ARCAMATTA DI MOSNA GIUSEPPE & C. S.N.C.,POINT (11.110607 46.107985)
1709,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,ARCAMATTA DI MOSNA GIUSEPPE & C. S.N.C.,POINT (11.110607 46.107985)
1710,GARDOLO,PANE E LATTE,PANIFICIO TRENTINO S.R.L.,POINT (11.111626 46.108779)
1711,GARDOLO,ART.CASALINGHI-CRISTALLERIE-VASELLAME,SARWAR USMAN,POINT (11.108145 46.105712)
1712,GARDOLO,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,SARWAR USMAN,POINT (11.108145 46.105712)
1713,GARDOLO,ROSTICCERIA,PIZZA GARDOLO S.A.S. DI SHABA LULJETA & C.,POINT (11.108482 46.103692)
1714,GARDOLO,ALTRI PRODOTTI NON CLASS.(MINERALI DA CO,WEGHER S.R.L.,POINT (11.10303 46.098506)
1715,GARDOLO,,MODERMA SRL,POINT (11.105967 46.126524)
1716,GARDOLO,,ENERGIA 2000 S.R.L.,POINT (11.119202 46.099775)
1717,GARDOLO,,ROBERT BOSCH S.P.A.,POINT (11.109455 46.128089)
1718,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,MOTO RIDERS S.R.L.,POINT (11.108301 46.126373)
1719,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,AUTOSTIMA S.A.S. DI FESTINI BATTIFERRO SERGIO E C.,POINT (11.108301 46.126373)
1720,GARDOLO,LIBRI NUOVI,BIBLIODUE S.N.C. DI MILENA CHINI E MARCO MAESTRI,POINT (11.093121 46.121592)
1721,GARDOLO,LIBRI NUOVI,BIBLIODUE S.N.C. DI MILENA CHINI E MARCO MAESTRI - ESERCIZI,POINT (11.093121 46.121592)
1722,GARDOLO,,TECNOPLASTICA S.R.L.S.,POINT (11.09963 46.117269)
1723,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ALL TYRES SERVICE SRL,POINT (11.10557 46.12047)
1724,GARDOLO,AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI,ALL TYRES SERVICE SRL,POINT (11.10557 46.12047)
1725,GARDOLO,,DIE BAUSTOFFE SRL,POINT (11.10557 46.12047)
1726,GARDOLO,,FAGRAL S.R.L.,POINT (11.10557 46.12047)
1727,S.GIUSEPPE-S.CHIARA,nan,MEGAL CHIC DI TOMASI CRISTINA & C. SAS,POINT (11.119192 46.065138)
1728,S.GIUSEPPE-S.CHIARA,,QB S.R.L.,POINT (11.118307 46.054407)
1729,S.GIUSEPPE-S.CHIARA,nan,THE NEST S.R.L.,POINT (11.115003 46.05856)
1730,S.GIUSEPPE-S.CHIARA,ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A,THE NEST S.R.L.,POINT (11.115003 46.05856)
1731,S.GIUSEPPE-S.CHIARA,MATERIALI TERMOIDRAULICI,EFFETTI S.R.L.,POINT (11.112993 46.048616)
1732,S.GIUSEPPE-S.CHIARA,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,JIN WEIBAO,POINT (11.120659 46.054536)
1733,S.GIUSEPPE-S.CHIARA,ARTICOLI PER FARMACIA,FARMACIE COMUNALI SPA,POINT (11.132024 46.065561)
1734,S.GIUSEPPE-S.CHIARA,"BEVANDE (VINI, OLI, BIRRA ED ALTRE)",AGOSTINI OLGA,POINT (11.118105 46.057264)
1735,S.GIUSEPPE-S.CHIARA,ELETTRONICA- DISCHI E NASTRI VIDEO,COLORCLUB.IT S.R.L.,POINT (11.119248 46.064839)
1736,S.GIUSEPPE-S.CHIARA,FIORI E PIANTE,OFFICINA VERDE S.R.L.,POINT (11.127141 46.059177)
1737,S.GIUSEPPE-S.CHIARA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BRIDI IVANA,POINT (11.127141 46.059177)
1738,S.GIUSEPPE-S.CHIARA,GIORNALI-RIVISTE E PERIODICI,METLICOVEC ANDREA,POINT (11.119714 46.064153)
1739,S.GIUSEPPE-S.CHIARA,ERBORISTERIE,NATURERBE E SANITARI DI EMANUELA BOSCHETTI E ALBERTO DEGASPE,POINT (11.123871 46.064877)
1740,S.GIUSEPPE-S.CHIARA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,NATURERBE E SANITARI DI EMANUELA BOSCHETTI E ALBERTO DEGASPE,POINT (11.123871 46.064877)
1741,S.GIUSEPPE-S.CHIARA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BRENDOLAN CRISTINA,POINT (11.123697 46.060796)
1742,S.GIUSEPPE-S.CHIARA,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,BRENDOLAN CRISTINA,POINT (11.123697 46.060796)
1743,S.GIUSEPPE-S.CHIARA,FIORI E PIANTE,MAHMOOD AQEEL,POINT (11.132062 46.065603)
1744,S.GIUSEPPE-S.CHIARA,CARNE E PRODOTTI A BASE DI CARNE,ERRACHIDI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,POINT (11.120557 46.056093)
1745,S.GIUSEPPE-S.CHIARA,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,ERRACHIDI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,POINT (11.120557 46.056093)
1746,S.GIUSEPPE-S.CHIARA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,BONAPACE DONATELLA,POINT (11.130911 46.063735)
1747,S.GIUSEPPE-S.CHIARA,ART.PER RIVENDITE DI GENERI DI MONOPOLIO,ODORIZZI DANIELE,POINT (11.121822 46.060423)
1748,S.GIUSEPPE-S.CHIARA,GIORNALI-RIVISTE E PERIODICI,ODORIZZI DANIELE,POINT (11.121822 46.060423)
1749,S.GIUSEPPE-S.CHIARA,COMMERCIO AL DETTAGLIO DEI MINIMERCATI,L'ORIGINE S.R.L.,POINT (11.126409 46.061525)
1750,S.GIUSEPPE-S.CHIARA,,EKKO SRL,POINT (11.115995 46.05652)
1751,S.GIUSEPPE-S.CHIARA,ARTICOLI DI SECONDA MANO,FONDAZIONE COMUNITA' SOLIDALE,POINT (11.119126 46.062002)
1752,S.GIUSEPPE-S.CHIARA,ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE,ILYAS NARGIS,POINT (11.120344 46.057877)
1753,S.GIUSEPPE-S.CHIARA,FRUTTA E VERDURA,ILYAS NARGIS,POINT (11.120344 46.057877)
1754,S.GIUSEPPE-S.CHIARA,MATERIALE DA COSTRUZIONE,CASAKREO S.R.L.,POINT (11.115847 46.055907)
1755,S.GIUSEPPE-S.CHIARA,LIBRI NUOVI,STUDIO BIBLIOGRAFICO ADIGE DI SCALMANA MONICA & C. SAS,POINT (11.120577 46.064484)
1756,S.GIUSEPPE-S.CHIARA,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,BONVECCHIO MARMI SOCIETA' A RESPONSABILITA' LIMITATA,POINT (11.119752 46.063921)
1757,S.GIUSEPPE-S.CHIARA,PRODOTTI TESSILI,GANASSINI DANIELA,POINT (11.124591 46.060807)
1758,S.GIUSEPPE-S.CHIARA,ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.,BEST LIFE S.R.L.,POINT (11.124817 46.060818)
1759,S.GIUSEPPE-S.CHIARA,OGGETTI D'ARTE-DI CULTO E DI DECORAZIONE,ZANELLA ARREDAMENTI S.R.L.,POINT (11.119039 46.065857)
1760,S.GIUSEPPE-S.CHIARA,MOBILI,ZANELLA ARREDAMENTI S.R.L.,POINT (11.119039 46.065857)
1761,S.GIUSEPPE-S.CHIARA,MOBILI,LONGHI GASTONE,POINT (11.131969 46.065489)
1762,S.GIUSEPPE-S.CHIARA,ARTICOLI MEDICALI E ORTOPEDICI,CENTRO ORTOPEDICO TRENTINO SRL,POINT (11.130045 46.062459)
1763,S.GIUSEPPE-S.CHIARA,COSMETICI-ART.PROFUMERIA-BIGIOTTERIA,SALONE PER MODE S.R.L.,POINT (11.121131 46.063809)
1764,S.GIUSEPPE-S.CHIARA,ALTRI ES.NON SPEC.GRANDE VARIETA' NO AL.,MUSEO DELLE SCIENZE,POINT (11.11511 46.06252)
