WKT;tipo;settore;descr;strada;desvia;civico_alf;merceologia;sup_vend;nome;codice;fumetto
"POINT (663876.431218212 5104867.51808556)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;E PRODOTTI PROFESSIONALI PER PARRUCCHIERI;"100";CORSO DEGLI ALPINI;"21";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;70;RASOM ADRIANA;"39995";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - CORSO DEGLI ALPINI, 21"
"POINT (662793.646497902 5107856.77029331)";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);ALIMENTARE E NON ALIMENTARE;;"5341";VIA E. BITTANTI;"3";SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE);940;SPESA INTELLIGENTE SPA;"41288";"SUPERMERCATI(OLTRE 400 MQ.-SELF SERVICE) - VIA E. BITTANTI, 3"
"POINT (662083.945894863 5109219.94959667)";;NON ALIMENTARE;;"5685";VIA LINZ;"23";;0;WOODY VALLEY SRL;"43627";
"POINT (662134.718237302 5109182.44062504)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;ATTREZZATURA SPORTIVA;"5685";VIA LINZ;"105";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;0;ALMA MOBILE S.R.L.;"47204";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA LINZ, 105"
"POINT (662134.718237302 5109182.44062504)";;NON ALIMENTARE;;"5685";VIA LINZ;"105";;0;EFFEZETA REAL ESTATE SRLS;"44889";
"POINT (662092.988061517 5109170.65537114)";;NON ALIMENTARE;;"5685";VIA LINZ;"79";;0;WEGHER SRL;"24942";
"POINT (662101.067260737 5109156.49824223)";;NON ALIMENTARE;;"5685";VIA LINZ;"83";;0;COLOR HUB SRL;"31069";
"POINT (662851.005957029 5106136.63811034)";;NON ALIMENTARE;;"3780";VIA A. DETASSIS;23/A;;0;LIZARD S.R.L.;"43199";
"POINT (663216.032447948 5108276.46666667)";GIORNALI-RIVISTE E PERIODICI;NON ALIMENTARE;;"5500";PIAZZA DELLA LIBERTA';"15";GIORNALI-RIVISTE E PERIODICI;24;RICCADONNA LAURA;"38245";"GIORNALI-RIVISTE E PERIODICI - PIAZZA DELLA LIBERTA', 15"
"POINT (663216.032447948 5108276.46666667)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;NON ALIMENTARE;;"5500";PIAZZA DELLA LIBERTA';"15";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;24;RICCADONNA LAURA;"38246";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - PIAZZA DELLA LIBERTA', 15"
"POINT (663737.932491808 5106507.57077922)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;PRODOTTI ALIMENTARI DELLA TRADIZIONE MOLDAVA E RUMENA E NON;"1555";VIA R. LUNELLI;"18";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;67;IVLEV ION;"43850";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA R. LUNELLI, 18"
"POINT (663376.7040945 5106344.489418)";GRANDI MAGAZZINI (OLTRE 400 MQ. - CON 5;ALIMENTARE E NON ALIMENTARE;E ALIMENTARI CONFEZIONATI;"3808";VIA LEOPOLDO PERGHER;"21";GRANDI MAGAZZINI (OLTRE 400 MQ. - CON 5;1198;OVS SPA;"29077";"GRANDI MAGAZZINI (OLTRE 400 MQ. - CON 5 - VIA LEOPOLDO PERGHER, 21"
"POINT (663241.0847402 5106603.707246)";ART.ILLUMINAZIONE E MATERIALE ELETTRICO;NON ALIMENTARE;;"3805";VIA GIANCARLO MARONI;"10";ART.ILLUMINAZIONE E MATERIALE ELETTRICO;50;MA.PA.LUX S.R.L.;"43790";"ART.ILLUMINAZIONE E MATERIALE ELETTRICO - VIA GIANCARLO MARONI, 10"
"POINT (663241.0847402 5106603.707246)";;NON ALIMENTARE;;"3805";VIA GIANCARLO MARONI;"10";;0;MA.PA.LUX S.R.L.;"43638";
"POINT (662425.953978507 5107378.01947524)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;;;"5080";VIA L. CANEPPELE;34/3;ART.PER RIVENDITE DI GENERI DI MONOPOLIO;41;TURCO MARIA CRISTINA;"21840";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - VIA L. CANEPPELE, 34/3"
"POINT (662425.953978507 5107378.01947524)";GIORNALI-RIVISTE E PERIODICI;;;"5080";VIA L. CANEPPELE;34/3;GIORNALI-RIVISTE E PERIODICI;41;TURCO MARIA CRISTINA;"8190";"GIORNALI-RIVISTE E PERIODICI - VIA L. CANEPPELE, 34/3"
"POINT (663219.623196273 5106282.36004504)";;NON ALIMENTARE;;"1570";VIA E. MACCANI;110/5;;0;TRENTO CARRELLI SRL;"43687";
"POINT (662122.488296577 5109529.2802979)";;NON ALIMENTARE;;"5540";VIA DEI MASADORI;"40";;0;AUTRONIC S.R.L.;"47917";
"POINT (663867.900038004 5106485.02446927)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;"ARTICOLI PER L'IGIENE PERSONALE, PICCOLI ELETTRODOMESTICI";"1555";VIA R. LUNELLI;"41";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;28;DIOLI MAURIZIO;"7112";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA R. LUNELLI, 41"
"POINT (662302.513512839 5107422.79288177)";;NON ALIMENTARE;;"5080";VIA L. CANEPPELE;22/4;;0;GIRARDI MARCO;"42975";
"POINT (661986.1632543 5109381.171325)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5660";VIA DI SPINI;"13";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;73;OFFICINE BRENNERO S.P.A.;"8378";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DI SPINI, 13"
"POINT (663349.582099588 5105608.82828469)";FIORI E PIANTE;NON ALIMENTARE;;"3590";VIA DI CAMPOTRENTINO;"1";FIORI E PIANTE;70;NADALINI FLOR DI NADALINI RENZO & C. S.A.S.;"18482";"FIORI E PIANTE - VIA DI CAMPOTRENTINO, 1"
"POINT (663580.490987061 5105394.59850102)";ART.PER IMPIANTI DISTRIBUZ.CARBURANTI;ALIMENTARE E NON ALIMENTARE;;"1570";VIA E. MACCANI;"46";ART.PER IMPIANTI DISTRIBUZ.CARBURANTI;43;RIOLFATTI LUIGI                     (IP);"8606";"ART.PER IMPIANTI DISTRIBUZ.CARBURANTI - VIA E. MACCANI, 46"
"POINT (663580.490987061 5105394.59850102)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;;"1570";VIA E. MACCANI;"46";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;43;RIOLFATTI LUIGI                     (IP);"8606";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA E. MACCANI, 46"
"POINT (663359.958677517 5106258.41308277)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;ARTICOLI PER BELLE ARTI;"3507";VIA G. UNTERVEGER;"26";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;122;PAISSAN LAURA;"24310";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA G. UNTERVEGER, 26"
"POINT (662817.765464552 5106519.1487564)";;NON ALIMENTARE;;"1570";VIA E. MACCANI;191/F;;0;EUROBATTERY SAS DI MARTINA ZANOLINI & C.;"42732";
"POINT (662817.765464552 5106519.1487564)";;NON ALIMENTARE;;"1570";VIA E. MACCANI;191/F;;0;T.A.T. TECNO ASSISTENZA TRENTINA S.A.S. DI ZANOLINI ANDREA;"25757";
"POINT (662817.765464552 5106519.1487564)";MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.;NON ALIMENTARE;;"1570";VIA E. MACCANI;191/F;MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD.;82;T.A.T. TECNO ASSISTENZA TRENTINA S.A.S. DI ZANOLINI ANDREA &;"25303";"MACCHINE-ATTREZZ.E PROD.AGRIC.E GIARD. - VIA E. MACCANI, 191/F"
"POINT (662905.901603938 5108532.24525373)";MATERIALE DA COSTRUZIONE;NON ALIMENTARE;;"5070";VIA BOLZANO;"46";MATERIALE DA COSTRUZIONE;100;TAPPARELLI SNC DI F.LLI TAPPARELLI;"24049";"MATERIALE DA COSTRUZIONE - VIA BOLZANO, 46"
"POINT (662500.59244249 5105322.55770237)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;;"3020";VIA SANTI COSMA E DAMIANO;"24";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;131;FAMIGLIA COOPERATIVA ALDENO E MATTARELLO SOCIETA'COOPERATIVA;"24067";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA SANTI COSMA E DAMIANO, 24"
"POINT (662500.59244249 5105322.55770237)";GIORNALI-RIVISTE E PERIODICI;;;"3020";VIA SANTI COSMA E DAMIANO;"24";GIORNALI-RIVISTE E PERIODICI;131;FAMIGLIA COOPERATIVA ALDENO E MATTARELLO SOCIETA'COOPERATIVA;"9053";"GIORNALI-RIVISTE E PERIODICI - VIA SANTI COSMA E DAMIANO, 24"
"POINT (664014.961126486 5104805.46661828)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;VEICOLI NUOVI E USATI;"3190";VIA A. STOPPANI;"5";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;0;EASYCAR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;"43073";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA A. STOPPANI, 5"
"POINT (663191.080811752 5108088.45109635)";;NON ALIMENTARE;;"5340";VIA SOPRASASSO;"2";;0;YOTCHOU JEAN PIERRE;"25750";
"POINT (662945.061232191 5107078.42800985)";;ALIMENTARE E NON ALIMENTARE;;"5090";VIA DELLA CANOVA;"39";;0;UGBEYI PETER ONDOR;"24442";
"POINT (661404.782747785 5109489.70776582)";;NON ALIMENTARE;;"5665";VIA KEMPTEN;"28";;0;2S.M.IMMOBILIARE S.R.L.;"38273";
"POINT (662994.34828831 5106336.04318126)";MOBILI;NON ALIMENTARE;;"1570";VIA E. MACCANI;"150";MOBILI;179;ABC ARREDAMENTI S.R.L.;"47202";"MOBILI - VIA E. MACCANI, 150"
"POINT (662764.142413535 5106305.92059177)";PANE E LATTE;ALIMENTARE;"DOLCIUMI, ROSTICCERIA,GASTRONOMIA,BEVANDE";"840";VIA DEL COMMERCIO;"4";PANE E LATTE;49;GIULIANO SOSI S.R.L.;"34107";"PANE E LATTE - VIA DEL COMMERCIO, 4"
"POINT (663003.2294142 5110524.41056)";;NON ALIMENTARE;;"5102";VIA ALTO ADIGE;"210";;0;NATAM S.R.L.;"41346";
"POINT (663048.979882566 5107757.89689282)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"5070";VIA BOLZANO;"47";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;1168;SORAM S.P.A.;"23834";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA BOLZANO, 47"
"POINT (663213.3239482 5106554.338541)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;"ATTREZZATURA SPORTIVA, VESTIARIO, ARREDAMENTO, GADGET, ECC.";"3809";VIA ERNESTO SESTAN;"10";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;0;DOUBLE A S.R.L.;"46883";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA ERNESTO SESTAN, 10"
"POINT (662190.190733148 5109621.75405083)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;ACCESSORI E PARTI DI RICAMBIO DEI BENI PRODOTTI;"5690";VIA VIENNA;"48";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;25;CENTRO RETTIFICHE  TRENTO DI TRESSOLDI LEONARDO E GIACOMOZZI;"24252";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA VIENNA, 48"
"POINT (662501.230716891 5109175.23049009)";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;ALIMENTARE E NON ALIMENTARE;"PREPARATI ALIMENTARI PROPRIA PRODUZ., ABBIGLIAMENTO, GADGETS";"5777";VIA KUFSTEIN;"6";DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI;65;BAUER S.P.A.;"44094";"DROGHERIA-SALUMERIA-PIZZICHERIE-E SIMILI - VIA KUFSTEIN, 6"
"POINT (663397.726647299 5107909.81252768)";ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;NON ALIMENTARE;;"5290";VIA 4 NOVEMBRE;23/4;ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A;10;AZIENDA SPECIALE PER LA GESTIONE DEGLI IMPIANTI SPORTIVI;"24246";"ART.SPORTIVI-BICICLETTE-ARMI-MUNIZIONI-A - VIA 4 NOVEMBRE, 23/4"
"POINT (662562.831063219 5109170.88164501)";;NON ALIMENTARE;;"5777";VIA KUFSTEIN;"5";;0;DELTAMAX AUTOMAZIONE SRL;"28606";
"POINT (666740.2246979 5105323.960423)";;NON ALIMENTARE;;"6411";VIA PER TAVERNARO;"8";;0;VASCA BIANCA S.R.L.;"38112";
"POINT (666740.2246979 5105323.960423)";;NON ALIMENTARE;;"6411";VIA PER TAVERNARO;"8";;0;RINNOVA ENERGIA S.R.L.;"25244";
"POINT (662821.4943346 5110302.707461)";;ALIMENTARE;;"5630";VIA DELL'ORA DEL GARDA;"49";;0;MID TRADE S.R.L.;"45336";
"POINT (663858.159492407 5104785.12657223)";ARTICOLI PER FARMACIA;NON ALIMENTARE;ERBORISTERIA;"570";PIAZZA GEN. A. CANTORE;"1";ARTICOLI PER FARMACIA;68;BIZZARO BRUNO;"7273";"ARTICOLI PER FARMACIA - PIAZZA GEN. A. CANTORE, 1"
"POINT (663973.919045745 5106171.94390865)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"3150";VIA DEI SOLTERI;"19";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;24;ODORIZZI LUISA;"24001";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DEI SOLTERI, 19"
"POINT (663733.674322929 5106505.81197033)";ROSTICCERIA;ALIMENTARE;PIZZA GASTRONOMIA BEVANDE KEBAB DOLCIUMI;"1555";VIA R. LUNELLI;"20";ROSTICCERIA;76;PIZZERIA BENNY DI BAJRAMI ARBEN & C. SAS;"13443";"ROSTICCERIA - VIA R. LUNELLI, 20"
"POINT (664730.102969084 5106190.10194848)";ART.REGALO-ARTIGIANATO LOCALE;NON ALIMENTARE;;"6370";VIA DON LEONE SERAFINI;"15";ART.REGALO-ARTIGIANATO LOCALE;30;FRIZ MARCO;"21668";"ART.REGALO-ARTIGIANATO LOCALE - VIA DON LEONE SERAFINI, 15"
"POINT (664730.102969084 5106190.10194848)";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;NON ALIMENTARE;;"6370";VIA DON LEONE SERAFINI;"15";ART.PER RIVENDITE DI GENERI DI MONOPOLIO;30;FRIZ MARCO;"21668";"ART.PER RIVENDITE DI GENERI DI MONOPOLIO - VIA DON LEONE SERAFINI, 15"
"POINT (664730.102969084 5106190.10194848)";GIORNALI-RIVISTE E PERIODICI;;;"6370";VIA DON LEONE SERAFINI;"15";GIORNALI-RIVISTE E PERIODICI;30;FRIZ MARCO;"8161";"GIORNALI-RIVISTE E PERIODICI - VIA DON LEONE SERAFINI, 15"
"POINT (663038.78785269 5106039.02944391)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;ALIMENTARE E NON ALIMENTARE;"VEICOLI NUOVI E USATI, IMBARCAZIONI, PEZZI RICAMBIO,";"3750";VIA DON LORENZO GUETTI;"52";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;300;INNOVATION GARAGE SOCIETA' A RESPONSABILITA' LIMITATA SEMPL;"45404";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DON LORENZO GUETTI, 52"
"POINT (663038.78785269 5106039.02944391)";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;ALIMENTARE E NON ALIMENTARE;"CIBI, VINI E BEVANDE";"3750";VIA DON LORENZO GUETTI;"52";ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE;300;INNOVATION GARAGE SOCIETA' A RESPONSABILITA' LIMITATA SEMPL;"45404";"ES.SPEC.IN ALTRI PROD.ALIM. E BEVANDE - VIA DON LORENZO GUETTI, 52"
"POINT (663038.78785269 5106039.02944391)";;NON ALIMENTARE;;"3750";VIA DON LORENZO GUETTI;"52";;0;INNOVATION GARAGE SOCIETA' A RESPONSABILITA' LIMITATA SEMPL;"45405";
"POINT (661788.427600634 5109077.13858653)";;ALIMENTARE;;"5680";VIA KLAGENFURT;"64";;0;ARNICA INGROSS S.R.L.;"47446";
"POINT (661788.427600634 5109077.13858653)";;ALIMENTARE E NON ALIMENTARE;;"5680";VIA KLAGENFURT;"64";;0;AESSERE S.R.L.;"40492";
"POINT (662778.320441331 5106586.29639561)";PITTURE E VERNICI;NON ALIMENTARE;;"1570";VIA E. MACCANI;"201";PITTURE E VERNICI;64;COLORIFICIO VERONESE SRL;"14431";"PITTURE E VERNICI - VIA E. MACCANI, 201"
"POINT (662271.789670325 5109214.75822887)";VARIE;NON ALIMENTARE;PARTI E ACCESSORI DI AUTOVEICOLI;"5685";VIA LINZ;"185";VARIE;15;DISTEP S.N.C. DI DIEGO E STEFANO FILIPPI;"43796";"VARIE - VIA LINZ, 185"
"POINT (663839.366981733 5106076.95112661)";;NON ALIMENTARE;;"2495";VIA A. PRANZELORES;"79";;0;LE DI' SRL;"24575";
"POINT (663036.5953939 5110503.005963)";;NON ALIMENTARE;;"5102";VIA ALTO ADIGE;"176";;0;LUCCHI GIORGIA;"32835";
"POINT (662090.092248477 5109181.75374745)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"5685";VIA LINZ;"77";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;196;H.S. SRL;"29009";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA LINZ, 77"
"POINT (664291.23795962 5104042.41084606)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;ALIMENTARE E NON ALIMENTARE;PRODOTTI NON ALIMENTARI;"3210";VIA DEL SUFFRAGIO;"128";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;46;GILLI NICOLA;"38815";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA DEL SUFFRAGIO, 128"
"POINT (662109.570890953 5109593.89046314)";;NON ALIMENTARE;;"5690";VIA VIENNA;"12";;0;ALPIGRU S.R.L.;"31934";
"POINT (663657.24242334 5106252.41390816)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"316";;0;METOS ITALIA S.R.L.;"45134";
"POINT (663657.24242334 5106252.41390816)";;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"316";;0;BB CONSULTING SRLS;"41389";
"POINT (664881.879941483 5104779.44237588)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;;"6003";VIA BASSANO;"30";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;0;VEHERA OLEKSANDR;"48205";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA BASSANO, 30"
"POINT (663886.289303239 5105793.61020375)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;NON ALIMENTARE;PRODOTTI PER CAPELLI E ACCESSORI;"2495";VIA A. PRANZELORES;"78";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;47;EMOZIONI DI STILE S.A.S. DI AGOSTINI NICOLE & C.;"33031";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - VIA A. PRANZELORES, 78"
"POINT (661729.923214 5109113.987984)";;NON ALIMENTARE;;"5680";VIA KLAGENFURT;"20";;0;FIRECAFS S.R.L.;"46594";
"POINT (661729.923214 5109113.987984)";VARIE;NON ALIMENTARE;ARTICOLI ANTINCENDIO E ANTINFORTUNISTICI;"5680";VIA KLAGENFURT;"20";VARIE;0;ANTINCENDI FULMIX S.R.L.;"45979";"VARIE - VIA KLAGENFURT, 20"
"POINT (664415.904849399 5106235.61370771)";;NON ALIMENTARE;;"6100";VIA DEI CASTORI;43/5;;0;ANDERMARCHER S.R.L.S.;"41915";
"POINT (664738.42204383 5106206.179542)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;MERCERIE;"6370";VIA DON LEONE SERAFINI;"19";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;36;DALLAGIACOMA ELISA;"30598";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DON LEONE SERAFINI, 19"
"POINT (662264.615624271 5107371.95353896)";;NON ALIMENTARE;;"5420";VIA G. CAPRONI;"32";;0;COATTO MASSIMO;"34819";
"POINT (663187.383598285 5107255.07658357)";VARIE;NON ALIMENTARE;STUFE A OLLE E CERAMICA;"5070";VIA BOLZANO;"11";VARIE;122;TAPPARELLI LUCA;"33756";"VARIE - VIA BOLZANO, 11"
"POINT (663169.126784466 5108071.20047148)";FIORI E PIANTE;NON ALIMENTARE;;"5340";VIA SOPRASASSO;4/1;FIORI E PIANTE;60;TOMASI FABIOLA;"34490";"FIORI E PIANTE - VIA SOPRASASSO, 4/1"
"POINT (665629.541959818 5104788.90775302)";ARTICOLI PER FARMACIA;ALIMENTARE E NON ALIMENTARE;SETTORE ALIMENTARE E NON ALIMENTARE;"6005";PIAZZA DELL'ARGENTARIO;"10";ARTICOLI PER FARMACIA;100;FARMACIE COMUNALI SPA;"25581";"ARTICOLI PER FARMACIA - PIAZZA DELL'ARGENTARIO, 10"
"POINT (664541.97051303 5103634.41902545)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"2250";VIA DEI PARADISI;"11";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;97;SARTORAZZI GIUSEPPE;"13905";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DEI PARADISI, 11"
"POINT (662351.874364957 5107613.34059824)";ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;ALIMENTARE E NON ALIMENTARE;PRODOTTI PER ANIMALI;"5300";LOCALITA' RONCAFORT;4/A;ALTRI PRODOTTI NON CLASS.(MINERALI DA CO;48;VETERINARIA TRIDENTINA S.R.L. DI PRETTI CLAUDIO E C.;"13782";"ALTRI PRODOTTI NON CLASS.(MINERALI DA CO - LOCALITA' RONCAFORT, 4/A"
"POINT (663691.734092254 5109565.44491027)";MATERIALI TERMOIDRAULICI;NON ALIMENTARE;MATERIALE ELETTRICO E IMPIANTI SOLARI;"8463";VIA DEL MALGAR;11/B;MATERIALI TERMOIDRAULICI;0;ADIGE SERVIZI TECHNOLOGY SRLS;"42394";"MATERIALI TERMOIDRAULICI - VIA DEL MALGAR, 11/B"
"POINT (663562.155694049 5106392.19178754)";"PESCI, CROSTACEI, MOLLUSCHI";ALIMENTARE;"E ALTRI ALIMENTARI, SURGELATI, REFRIGERATI - BEVANDE";"400";VIA DEL BRENNERO;"332";"PESCI, CROSTACEI, MOLLUSCHI";227;D.I.MAR. S.R.L.;"36121";"PESCI, CROSTACEI, MOLLUSCHI - VIA DEL BRENNERO, 332"
"POINT (662932.763592708 5110805.97341716)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;RICAMBI PER AUTOVEICOLI;"5630";VIA DELL'ORA DEL GARDA;"99";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;150;OCHNER RICAMBI S.R.L.;"25585";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DELL'ORA DEL GARDA, 99"
"POINT (664026.098409868 5105977.48796343)";GIORNALI-RIVISTE E PERIODICI;;GIORNALI E RIVISTE;"3150";VIA DEI SOLTERI;41/1;GIORNALI-RIVISTE E PERIODICI;47;PORROVECCHIO FRANCO;"46006";"GIORNALI-RIVISTE E PERIODICI - VIA DEI SOLTERI, 41/1"
"POINT (663148.8786537 5107443.145042)";COMMERCIO AL DETTAGLIO DEI MINIMERCATI;NON ALIMENTARE;"CASALINGHI, ABBIGLIAMENTO, GIOCATTOLI, FERRAMENTA, ECC.";"5070";VIA BOLZANO;21/C;COMMERCIO AL DETTAGLIO DEI MINIMERCATI;674;FAFA MARKET S.R.L.;"46567";"COMMERCIO AL DETTAGLIO DEI MINIMERCATI - VIA BOLZANO, 21/C"
"POINT (663648.461833638 5106266.99356101)";"ELETTRODOMESTICI, RADIO, TELEVISORI";NON ALIMENTARE;TELEFONIA;"400";VIA DEL BRENNERO;"320";"ELETTRODOMESTICI, RADIO, TELEVISORI";38;D.G. S.R.L.;"48016";"ELETTRODOMESTICI, RADIO, TELEVISORI - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;NON ALIMENTARE;"AUTOVEICOLI, AUTOMEZZI ANCHE DI PORTATA SUPERIORE A 35 Q,";"400";VIA DEL BRENNERO;"320";AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI;130;ALAN S.R.L.S.;"47587";"AUTOVEICOLI-MOTOCICLI E LORO ACCESSORI - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"320";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;80;EGUAL S.R.L.;"47480";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";VARIE;ALIMENTARE E NON ALIMENTARE;CENTRO COMMERCIALE;"400";VIA DEL BRENNERO;"320";VARIE;12214;BLU TIME S.A.S. DI GRASSI DAVID E C.- TOP CENTER;"29362";"VARIE - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"320";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;120;SI.GI. S.A.S. DI BRIGNOLI ROBERTA & C.;"44278";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"320";ART. DI ABBIGLIAMENTO-BIANCHERIA PERS.;1187;BTX ITALIAN RETAIL AND BRANDS SRL;"46815";"ART. DI ABBIGLIAMENTO-BIANCHERIA PERS. - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;NON ALIMENTARE;;"400";VIA DEL BRENNERO;"320";COSMETICI-ART.PROFUMERIA-BIGIOTTERIA;1187;BTX ITALIAN RETAIL AND BRANDS SRL;"46815";"COSMETICI-ART.PROFUMERIA-BIGIOTTERIA - VIA DEL BRENNERO, 320"
"POINT (663648.461833638 5106266.99356101)";VARIE;NON ALIMENTARE;"BICICLETTE, RICAMBI E VESTIARIO + RIPARAZIONE BICICLETTE";"400";VIA DEL BRENNERO;"320";VARIE;55;BLACK CREW S.R.L.;"46742";"VARIE - VIA DEL BRENNERO, 320"
