Title,URL,Keywords,Type,Description,StartDate,EndDate,FundingAgency,Input,Output,Coodinator,Observations
Trentino Territory & Transportation 2024,https://r-r-onzi.github.io/TTT_KGE/,"Transportation, Trento, Trentino, Teritory",To be added,This project focused in store and predict possible and actual delays in the trentino region,04/10/2023,09/01/2024,None,To be added,To be added,Simone Bocca,To be added
